,cleaned_text,label
1376,best time change brand name chinese  hashtag_eastasiavirus hashtag_virus ,discussion_of_eastasian_prejudice
1377, chinese govt counting already incinerated hashtag_virus dead bodies ones taken ems services hospitals since late december hashtag_virus hashtag_eastasiavirus hashtag_eastasia,entity_directed_criticism
1378,rt citizen inside wuhan risking lives prisoned reveal true situation world hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus spread think solution together,entity_directed_criticism
1379,rt always stress hashtag_eastasia create hashtag_eastasiavirus spreading free hk sar govnt  body hashtag_eastasia assist hashtag_eastasia assist   laundering hashtag_eastasia stealing tech info support ,entity_directed_hostility
1380,hong kong should block border china are try infect us shall cure medical system  ,entity_directed_hostility
1381,ccp value lives like cattle        ,entity_directed_criticism
1382,rt can wait  announce construction wall around china  hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
1383,rt coronavirus outbreak underscores potential health risks china wild animal trade sars china urgently needs strictly enforced ban markets massive awareness campaign reduce demand bushmeat hashtag_eastasiavirus,entity_directed_criticism
1384,rt must watch video sobbing dr china says much horrible say many cases many ppl dying docs estimate cases do trust govt are  hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
1385,people would report hashtag_eastasiavirus world ccp sacrifice people protect regime hashtag_eastasiavirus ,entity_directed_hostility
1386,virushit hashtag_eastasia has two laboratories linked chinese biowarfare program virology institute has hashtag_eastasias secure lab studying deadly viruse  hashtag_virus hashtag_virus ,entity_directed_hostility
1387,rt is reason humans are naturally repulsed certain animals part genetic makeup evolved hundreds thousands years china is days poverty are long gone need change thier dietary habits  hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
1388,rt hashtag_eastasia did everything wrong st confirmed cases were ppl came wuhan should temp shut borders stop ppl china come nd isolation should do far residential area prevent outbreak district hashtag_eastasiavirus ,entity_directed_criticism
1389,rt plz also make use hashtag_eastasia sanction ccp hk officials have done us past year exposing hk another humanitarian crisis doing nth spread hashtag_virus hk   ,entity_directed_hostility
1390,international brands government politicians apologized china last years absurd reasons is china apologize rest world spreading hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia hashtag_eastasia  hashtag_virus,entity_directed_hostility
1391,should learn history don make mistake ccp hk gov is making mistake threatening world time  hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus ,entity_directed_criticism
1392,first hand info wuhan innocent citizen will soon global epidemic pls pressure china do something     ,entity_directed_criticism
1393,first hand info wuhan citizen human right seriously violate disease will soon global epidemic countries pls pressure china do something hk govt push ppl death     ,entity_directed_criticism
1394,don kidding is container ccp lies anyway also hope can really build hospital hashtag_eastasiavirus patients cover ups save lives,entity_directed_criticism
1395,rt doctors hashtag_eastasia received poorly made fake protective suits face masks issued central government items are protective whatsoever don treat doctors like trash  hashtag_eastasiavirus hashtag_virusothercountry hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
1396,hk government is save hongkongers life save mainland china people have worst gov policy issue hongkongers felt angry gov hashtag_virus hashtag_virusothercountry ,entity_directed_criticism
1397,heard flights urumqi wuhan continued quarantine hashtag_eastasiavirus cheaper concentration camps killing uighurs,entity_directed_hostility
1398,has one biggest fears since outbreak china happened uighur xinjiang concentration camps will petri dish virus hashtag_eastasiavirus hashtag_virusothercountry hashtag_virus,entity_directed_criticism
1399,rt is stage show order make people believe hashtag_eastasia is amazing build hospital days country earth can do china is super country still is mass grave dying patients hashtag_eastasia  hashtag_virusothercountry,entity_directed_hostility
1400,rt chinese prefer infect globe with hashtag_eastasiavirus deliberately ask government tighten boarder control asap,entity_directed_hostility
1401,person red china should allowed come country chinese communist party is gone  hashtag_eastasiavirus,entity_directed_hostility
1402,can get petition rename hashtag_virus hashtag_eastasiavirus everybody kung flu dying,entity_directed_hostility
1403,rt does anyone else also get thought hashtag_virus intentionally spread china stop investment trade country historical incidents like has happened hashtag_eastasiavirus,entity_directed_hostility
1404,is wuflu hashtag_eastasiavirus,entity_directed_hostility
1405,rt haha look dick hashtag_eastasia say number hashtag_virus could continue rise like do know will continue rise attempts downplay    hashtag_virus    hashtag_eastasia hashtag_eastasia,entity_directed_criticism
1406,working nurse is frustrating thing watch with china lack resource nurses appreciated w civilian frustrated will get worst hashtag_eastasia hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus,entity_directed_criticism
1407,coronavirus may have originated lab linked china is biowarfare program     ,entity_directed_hostility
1408,eliminate hashtag_eastasiavirus hashtag_eastasia virus dies with people   hashtag_virusothercountry,entity_directed_hostility
1409,look deniers have followers new accounts do really think powerful corrupt chinese government wouldn have army trolls bots spread propaganda think  hashtag_eastasia,entity_directed_hostility
1410,rt hashtag_eastasiavirus hashtag_eastasiavirus  one version ncov wechat verified suspected cured death is way verify is reason believe chinese gov neither,entity_directed_criticism
1411,is money protecting medical profession china always claim become strong country can see strong sense god bless land hope politicians have wisdom courage handle crisis ,entity_directed_criticism
1412,using brain love china much would next plane shanghai assist patriotic prevention spread hashtag_eastasiavirus wumao will stay boiler room ignorant facts ground firm rejection deng is learn truth facts,entity_directed_hostility
1413,rt hashtag_eastasiaisterrorist warning shocked chinese will eat everything can put mouth including etc one morechinese delicacy cooked yet die yet   wan na puke ,entity_directed_hostility
1414,sincerely hope friendly reminder mr farage knew ccphkgov can trusted already hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virusothercountry hashtag_virus,entity_directed_hostility
1415,rt  never learn governments purposely spread hashtag_eastasiavirus globally via hong kong hashtag_eastasia,entity_directed_hostility
1416,weeks ago chinese citizens said need wear mask trust ccp today sources said m wuhan citizens fled away city spread virus global hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
1417,coronavirus may have originated lab linked china is biowarfare program  hashtag_eastasiavirus hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
1418,people congratulating chinese govt is response ignoring initial cover attempts are like people congratulating arsonist working really hard put fire      ,entity_directed_criticism
1419,warningstay safe day quarantinewuhan young man tell truth coronavirus without fear arrested hashtag_virus hashtag_eastasiavirus hashtag_virusothercountry hashtag_eastasiavirus,entity_directed_criticism
1420,rt ther is video goin around nurse sayin dat hashtag_eastasia r mor tan people infectd wit hashtag_virus is true is hashtag_eastasia suppressing information will  act hashtag_virus hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus ,entity_directed_criticism
1421,defend ccp nothing defend cshen misunderstood cm even explained ccp downplay deadliness hashtag_eastasiavirus is still defending suspicious behaviour seems like typers working ccp sorry,entity_directed_criticism
1422,rt hashtag_eastasiavirus  built national bsl hashtag_virus lab wuhan study level disease like sars  virus early  scientists already  china virus could escape spread  hashtag_eastasiavirus,entity_directed_criticism
1423,rt halt spreading hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus country ban hashtag_eastasia visitors would good move hashtag_eastasia has info blackout false data,entity_directed_hostility
1424,rt did china steal corona virus canada weaponize  hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
1425,new built residential estate ppl yet move close residential estate schools churches m distance within mins walk nearest metres can hong kong gov assign new estate hashtag_eastasiavirus quarantine building,entity_directed_criticism
1426,always stress hashtag_eastasia create hashtag_eastasiavirus spreading free  sar govnt  body hashtag_eastasia assist hashtag_eastasia assist   laundering hashtag_eastasia stealing tech info support ,entity_directed_hostility
1427,rt people would report world december ccp arrested people jail ccp sacrifice people world protect regime hashtag_eastasiavirus hashtag_virus,entity_directed_hostility
1428,always stress hashtag_eastasia create hashtag_eastasiavirus spreading free  sar govnt  body hashtag_eastasia assist hashtag_eastasia assist   laundering hashtag_eastasia stealing tech info support ,entity_directed_hostility
1429,people would report hashtag_virusothercountry world december ccp arrested people jail ccp sacrifice people protect regime hashtag_eastasiavirus hashtag_eastasia,entity_directed_hostility
1430,is intended massacre attempt disguised negligence sir carrie lamb rest hashtag_eastasia controlled hk government are trying wipe hongkongers whole blind supporters included hashtag_eastasiavirus  ,entity_directed_hostility
